trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1240,False,"{'a': 0.005, 'e': 0.9965420970232175}",20,0,-117.4424931434233,"{0: 9, 1: 5, 2: 4, 3: 1, 4: 1}",0
1241,False,"{'a': 0.005, 'e': 0.9969450855560167}",20,0,-103.44748742408581,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
1242,False,"{'a': 0.005, 'e': 0.9973231505136012}",25,0,-56.567865305888056,"{0: 18, 1: 1, 2: 4, 3: 2, 4: 0}",0
1243,False,"{'a': 0.005, 'e': 0.9976762824443667}",30,0,-96.4982477862705,"{0: 21, 1: 4, 2: 2, 3: 2, 4: 1}",0
1244,False,"{'a': 0.005, 'e': 0.9980044725200334}",20,0,-65.26809501689836,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
1245,False,"{'a': 0.005, 'e': 0.9983077125358665}",20,0,-38.63175264431634,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
1246,False,"{'a': 0.005, 'e': 0.9985859949108813}",30,0,-179.98789399079791,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
1247,False,"{'a': 0.005, 'e': 0.9988393126880329}",30,0,-171.08948969610603,"{0: 18, 1: 5, 2: 3, 3: 1, 4: 3}",0
1248,False,"{'a': 0.005, 'e': 0.9990676595343903}",25,0,-119.04863405495846,"{0: 15, 1: 2, 2: 6, 3: 1, 4: 1}",0
1249,False,"{'a': 0.005, 'e': 0.9992710297412939}",20,0,-140.9858854875049,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
1250,False,"{'a': 0.005, 'e': 0.9994494182244994}",20,0,-116.83341033175711,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1251,False,"{'a': 0.005, 'e': 0.9996028205243038}",30,0,-248.20149429341228,"{0: 16, 1: 3, 2: 5, 3: 2, 4: 4}",0
1252,False,"{'a': 0.005, 'e': 0.9997312328056578}",20,0,-105.1148013553843,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
1253,False,"{'a': 0.005, 'e': 0.9998346518582609}",20,0,-116.77076241404886,"{0: 9, 1: 3, 2: 7, 3: 0, 4: 1}",0
1254,False,"{'a': 0.005, 'e': 0.9999130750966423}",25,0,-84.66319939705512,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
1255,False,"{'a': 0.005, 'e': 0.999966500560225}",20,0,-132.3212989283741,"{0: 10, 1: 3, 2: 5, 3: 0, 4: 2}",0
1256,False,"{'a': 0.005, 'e': 0.9999949269133752}",35,0,-39.84319774705583,"{0: 28, 1: 0, 2: 7, 3: 0, 4: 0}",0
1257,False,"{'a': 0.005, 'e': 0.9999983534454356}",20,0,-114.85489252118685,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
1258,False,"{'a': 0.005, 'e': 0.9999767800707431}",30,0,-167.1575546442725,"{0: 15, 1: 6, 2: 7, 3: 0, 4: 2}",0
1259,False,"{'a': 0.005, 'e': 0.9999302073286309}",20,0,-236.25759324001808,"{0: 6, 1: 2, 2: 7, 3: 2, 4: 3}",0
1260,False,"{'a': 0.005, 'e': 0.9998586363834151}",20,8,-40.267848885395026,"{0: 7, 1: 1, 2: 3, 3: 1, 4: 0}",1
1261,False,"{'a': 0.005, 'e': 0.9997620690243657}",35,0,-83.11134740763252,"{0: 24, 1: 3, 2: 7, 3: 1, 4: 0}",0
1262,False,"{'a': 0.005, 'e': 0.9996405076656616}",25,0,-113.08773668465746,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
1263,False,"{'a': 0.005, 'e': 0.9994939553463303}",20,0,-138.72931281331773,"{0: 10, 1: 4, 2: 3, 3: 1, 4: 2}",0
1264,False,"{'a': 0.005, 'e': 0.9993224157301724}",25,0,-285.8574494024374,"{0: 8, 1: 2, 2: 10, 3: 1, 4: 4}",0
1265,False,"{'a': 0.005, 'e': 0.9991258931056692}",20,0,-91.51219247466227,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
1266,False,"{'a': 0.005, 'e': 0.9989043923858761}",25,0,-138.4566265118824,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
1267,False,"{'a': 0.005, 'e': 0.9986579191082997}",20,0,-67.23445799135368,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
1268,False,"{'a': 0.005, 'e': 0.9983864794347589}",20,0,-106.98722287752024,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
1269,False,"{'a': 0.005, 'e': 0.9980900801512315}",20,0,-100.15007250494118,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
1270,False,"{'a': 0.005, 'e': 0.9977687286676841}",20,0,-57.31858656860779,"{0: 13, 1: 6, 2: 0, 3: 0, 4: 1}",0
1271,False,"{'a': 0.005, 'e': 0.997422433017887}",30,0,-106.49667634292472,"{0: 19, 1: 4, 2: 5, 3: 1, 4: 1}",0
1272,False,"{'a': 0.005, 'e': 0.9970512018592137}",20,0,-190.18454576741476,"{0: 8, 1: 2, 2: 5, 3: 3, 4: 2}",0
1273,False,"{'a': 0.005, 'e': 0.9966550444724235}",20,0,-151.4850796055587,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
1274,False,"{'a': 0.005, 'e': 0.9962339707614306}",30,0,-202.90732763106033,"{0: 13, 1: 8, 2: 4, 3: 3, 4: 2}",0
1275,False,"{'a': 0.005, 'e': 0.9957879912530557}",25,0,-89.06427941034248,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
1276,False,"{'a': 0.005, 'e': 0.9953171170967635}",20,0,-58.37609611723847,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
1277,False,"{'a': 0.005, 'e': 0.9948213600643833}",20,0,-120.19160877220646,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
1278,False,"{'a': 0.005, 'e': 0.994300732549815}",25,0,-94.27868633378927,"{0: 13, 1: 5, 2: 6, 3: 1, 4: 0}",0
1279,False,"{'a': 0.005, 'e': 0.9937552475687194}",30,0,-169.69011127608292,"{0: 14, 1: 6, 2: 8, 3: 0, 4: 2}",0
1280,False,"{'a': 0.005, 'e': 0.9931849187581926}",25,0,-173.76944061746156,"{0: 12, 1: 4, 2: 5, 3: 2, 4: 2}",0
1281,False,"{'a': 0.005, 'e': 0.9925897603764252}",20,0,-69.26643221288705,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
1282,False,"{'a': 0.005, 'e': 0.9919697873023459}",25,0,-187.58831430332805,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
1283,False,"{'a': 0.005, 'e': 0.9913250150352488}",25,15,-90.09238069888065,"{0: 7, 1: 0, 2: 0, 3: 1, 4: 2}",1
1284,False,"{'a': 0.005, 'e': 0.9906554596944075}",20,0,-161.87837311721643,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
1285,False,"{'a': 0.005, 'e': 0.9899611380186704}",30,18,-104.93321928459284,"{0: 7, 1: 1, 2: 1, 3: 1, 4: 2}",1
1286,False,"{'a': 0.005, 'e': 0.9892420673660433}",20,0,-87.73751618042829,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
1287,False,"{'a': 0.005, 'e': 0.9884982657132548}",20,0,-48.10149848627141,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
1288,False,"{'a': 0.005, 'e': 0.9877297516553079}",25,0,-98.9874689091743,"{0: 12, 1: 5, 2: 7, 3: 1, 4: 0}",0
1289,False,"{'a': 0.005, 'e': 0.9869365444050138}",25,0,-120.11207353853008,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
1290,False,"{'a': 0.005, 'e': 0.9861186637925126}",25,0,-164.692773723208,"{0: 13, 1: 3, 2: 6, 3: 1, 4: 2}",0
1291,False,"{'a': 0.005, 'e': 0.9852761302647767}",20,0,-52.01523772511191,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
1292,False,"{'a': 0.005, 'e': 0.9844089648851007}",30,0,-205.39880583594865,"{0: 17, 1: 3, 2: 5, 3: 2, 4: 3}",0
1293,False,"{'a': 0.005, 'e': 0.9835171893325738}",25,0,-172.17674346334354,"{0: 11, 1: 1, 2: 10, 3: 2, 4: 1}",0
1294,False,"{'a': 0.005, 'e': 0.9826008259015384}",20,13,-20.81139289311389,"{0: 4, 1: 1, 2: 2, 3: 0, 4: 0}",1
1295,False,"{'a': 0.005, 'e': 0.9816598975010324}",20,0,-47.07509585173661,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
1296,False,"{'a': 0.005, 'e': 0.9806944276542172}",30,0,-163.41284839745845,"{0: 13, 1: 5, 2: 11, 3: 0, 4: 1}",0
1297,False,"{'a': 0.005, 'e': 0.9797044404977884}",20,0,-169.1430095294572,"{0: 9, 1: 5, 2: 3, 3: 0, 4: 3}",0
1298,False,"{'a': 0.005, 'e': 0.9786899607813733}",20,0,-74.5544720260282,"{0: 15, 1: 2, 2: 0, 3: 2, 4: 1}",0
1299,False,"{'a': 0.005, 'e': 0.9776510138669121}",20,0,-110.14758984776083,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1300,False,"{'a': 0.005, 'e': 0.9765876257280235}",30,0,-186.5043398916689,"{0: 15, 1: 5, 2: 6, 3: 2, 4: 2}",0
1301,False,"{'a': 0.005, 'e': 0.9754998229493557}",25,0,-84.22403306347952,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
1302,False,"{'a': 0.005, 'e': 0.9743876327259212}",25,0,-33.63425996274186,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
1303,False,"{'a': 0.005, 'e': 0.9732510828624178}",30,0,-191.6333530305161,"{0: 16, 1: 1, 2: 10, 3: 1, 4: 2}",0
1304,False,"{'a': 0.005, 'e': 0.9720902017725331}",20,0,-121.67320542583046,"{0: 8, 1: 4, 2: 7, 3: 0, 4: 1}",0
1305,False,"{'a': 0.005, 'e': 0.9709050184782338}",25,0,-78.56263950512498,"{0: 16, 1: 3, 2: 4, 3: 2, 4: 0}",0
1306,False,"{'a': 0.005, 'e': 0.9696955626090404}",25,3,-147.13356581807045,"{0: 14, 1: 4, 2: 0, 3: 1, 4: 3}",1
1307,False,"{'a': 0.005, 'e': 0.9684618644012868}",20,0,-156.71886187581998,"{0: 7, 1: 5, 2: 6, 3: 0, 4: 2}",0
1308,False,"{'a': 0.005, 'e': 0.9672039546973639}",25,0,-131.4078793253498,"{0: 14, 1: 1, 2: 8, 3: 1, 4: 1}",0
1309,False,"{'a': 0.005, 'e': 0.9659218649449486}",20,0,-79.11092007557932,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
1310,False,"{'a': 0.005, 'e': 0.9646156271962181}",20,0,-32.15241971775053,"{0: 15, 1: 2, 2: 2, 3: 1, 4: 0}",0
1311,False,"{'a': 0.005, 'e': 0.9632852741070481}",25,0,-87.11702265459567,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
1312,False,"{'a': 0.005, 'e': 0.9619308389361961}",20,0,-95.70067781799868,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
1313,False,"{'a': 0.005, 'e': 0.9605523555444716}",25,0,-98.23009496721521,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
1314,False,"{'a': 0.005, 'e': 0.9591498583938872}",20,0,-142.89469786850577,"{0: 9, 1: 2, 2: 6, 3: 2, 4: 1}",0
1315,False,"{'a': 0.005, 'e': 0.9577233825467987}",20,0,-44.25629882491518,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
1316,False,"{'a': 0.005, 'e': 0.9562729636650278}",25,0,-103.68718123631929,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
1317,False,"{'a': 0.005, 'e': 0.9547986380089711}",20,0,-57.32001400958503,"{0: 12, 1: 4, 2: 3, 3: 1, 4: 0}",0
1318,False,"{'a': 0.005, 'e': 0.9533004424366933}",20,0,-166.3876859641903,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 4}",0
1319,False,"{'a': 0.005, 'e': 0.9517784144030056}",25,0,-49.87178785879599,"{0: 17, 1: 4, 2: 3, 3: 1, 4: 0}",0
1320,False,"{'a': 0.005, 'e': 0.9502325919585293}",20,0,-98.09513959634884,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
1321,False,"{'a': 0.005, 'e': 0.9486630137487455}",30,13,-20.046576553360026,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 0}",1
1322,False,"{'a': 0.005, 'e': 0.9470697190130275}",25,0,-240.39336220757025,"{0: 11, 1: 4, 2: 3, 3: 4, 4: 3}",0
1323,False,"{'a': 0.005, 'e': 0.9454527475836607}",25,0,-145.27741469099658,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
1324,False,"{'a': 0.005, 'e': 0.9438121398848466}",25,3,-69.57756398174261,"{0: 16, 1: 0, 2: 5, 3: 0, 4: 1}",1
1325,False,"{'a': 0.005, 'e': 0.9421479369316923}",20,0,-60.14546853226658,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
1326,False,"{'a': 0.005, 'e': 0.9404601803291848}",20,0,-68.76599105840027,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
1327,False,"{'a': 0.005, 'e': 0.9387489122711512}",20,0,-105.73720042419293,"{0: 11, 1: 1, 2: 5, 3: 3, 4: 0}",0
1328,False,"{'a': 0.005, 'e': 0.9370141755392039}",20,0,-154.0089444655604,"{0: 9, 1: 2, 2: 6, 3: 1, 4: 2}",0
1329,False,"{'a': 0.005, 'e': 0.935256013501671}",20,0,-93.2843224124913,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
1330,False,"{'a': 0.005, 'e': 0.9334744701125118}",25,0,-98.11098830335699,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
1331,False,"{'a': 0.005, 'e': 0.9316695899102183}",20,5,-96.14233578333757,"{0: 7, 1: 1, 2: 4, 3: 3, 4: 0}",1
1332,False,"{'a': 0.005, 'e': 0.9298414180167014}",30,0,-138.5134755379344,"{0: 18, 1: 4, 2: 6, 3: 0, 4: 2}",0
1333,False,"{'a': 0.005, 'e': 0.9279900001361633}",20,0,-97.48320483666227,"{0: 10, 1: 3, 2: 5, 3: 2, 4: 0}",0
1334,False,"{'a': 0.005, 'e': 0.9261153825539545}",20,0,-56.785026006752794,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
1335,False,"{'a': 0.005, 'e': 0.9242176121354171}",30,0,-181.37254906500345,"{0: 18, 1: 2, 2: 7, 3: 0, 4: 3}",0
1336,False,"{'a': 0.005, 'e': 0.9222967363247125}",20,0,-57.05835639004371,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
1337,False,"{'a': 0.005, 'e': 0.9203528031436358}",30,0,-196.59944470050968,"{0: 15, 1: 0, 2: 12, 3: 1, 4: 2}",0
1338,False,"{'a': 0.005, 'e': 0.9183858611904158}",25,0,-192.99198559654602,"{0: 14, 1: 3, 2: 3, 3: 2, 4: 3}",0
1339,False,"{'a': 0.005, 'e': 0.9163959596384986}",20,0,-10.563697196696435,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
1340,False,"{'a': 0.005, 'e': 0.9143831482353193}",25,0,-94.97878528226846,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
1341,False,"{'a': 0.005, 'e': 0.9123474773010584}",35,0,-266.6978182760771,"{0: 20, 1: 5, 2: 4, 3: 1, 4: 5}",0
1342,False,"{'a': 0.005, 'e': 0.9102889977273828}",20,0,-108.04837836910163,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
1343,False,"{'a': 0.005, 'e': 0.908207760976175}",20,0,-66.27350824300594,"{0: 14, 1: 3, 2: 1, 3: 1, 4: 1}",0
1344,False,"{'a': 0.005, 'e': 0.9061038190782451}",25,0,-111.17687685122337,"{0: 14, 1: 3, 2: 7, 3: 0, 4: 1}",0
1345,False,"{'a': 0.005, 'e': 0.9039772246320309}",35,13,-90.60664567599245,"{0: 14, 1: 2, 2: 4, 3: 1, 4: 1}",1
1346,False,"{'a': 0.005, 'e': 0.9018280308022832}",25,2,-73.12226295939197,"{0: 15, 1: 3, 2: 4, 3: 0, 4: 1}",1
1347,False,"{'a': 0.005, 'e': 0.8996562913187358}",25,0,-104.2483231661743,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
1348,False,"{'a': 0.005, 'e': 0.8974620604747624}",25,0,-182.2885351038634,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
1349,False,"{'a': 0.005, 'e': 0.8952453931260199}",20,12,-19.753522414452362,"{0: 6, 1: 0, 2: 1, 3: 1, 4: 0}",1
1350,False,"{'a': 0.005, 'e': 0.8930063446890767}",20,0,-127.558475102028,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
1351,False,"{'a': 0.005, 'e': 0.8907449711400268}",20,0,-121.56372850054842,"{0: 9, 1: 2, 2: 8, 3: 0, 4: 1}",0
1352,False,"{'a': 0.005, 'e': 0.8884613290130915}",30,0,-214.8929890553556,"{0: 18, 1: 2, 2: 5, 3: 1, 4: 4}",0
1353,False,"{'a': 0.005, 'e': 0.8861554753992044}",20,0,-108.11896144362159,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
1354,False,"{'a': 0.005, 'e': 0.8838274679445866}",20,0,-221.76704431866062,"{0: 9, 1: 1, 2: 5, 3: 1, 4: 4}",0
1355,False,"{'a': 0.005, 'e': 0.8814773648493027}",25,0,-209.89339580669434,"{0: 13, 1: 3, 2: 5, 3: 0, 4: 4}",0
1356,False,"{'a': 0.005, 'e': 0.879105224865808}",25,0,-212.505479778522,"{0: 12, 1: 2, 2: 6, 3: 2, 4: 3}",0
1357,False,"{'a': 0.005, 'e': 0.8767111072974783}",20,0,-87.45189508423023,"{0: 10, 1: 4, 2: 4, 3: 2, 4: 0}",0
1358,False,"{'a': 0.005, 'e': 0.8742950719971281}",25,0,-147.40902206314823,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
1359,False,"{'a': 0.005, 'e': 0.8718571793655141}",20,0,-100.13635324464056,"{0: 14, 1: 2, 2: 1, 3: 1, 4: 2}",0
1360,False,"{'a': 0.005, 'e': 0.8693974903498253}",20,0,-65.40584122948813,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
1361,False,"{'a': 0.005, 'e': 0.8669160664421587}",20,0,-123.44860698093522,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
1362,False,"{'a': 0.005, 'e': 0.8644129696779825}",30,0,-284.1294984398327,"{0: 14, 1: 1, 2: 8, 3: 3, 4: 4}",0
1363,False,"{'a': 0.005, 'e': 0.8618882626345863}",20,0,-117.61955115055837,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
1364,False,"{'a': 0.005, 'e': 0.8593420084295141}",20,0,-148.76116725183584,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
1365,False,"{'a': 0.005, 'e': 0.8567742707189887}",20,0,-116.8331956154895,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
1366,False,"{'a': 0.005, 'e': 0.8541851136963188}",20,0,-75.10415278112548,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
1367,False,"{'a': 0.005, 'e': 0.8515746020902953}",35,0,-180.93519364578827,"{0: 18, 1: 5, 2: 10, 3: 0, 4: 2}",0
1368,False,"{'a': 0.005, 'e': 0.8489428011635725}",20,0,-115.20462726106942,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
1369,False,"{'a': 0.005, 'e': 0.8462897767110361}",30,9,-18.146610507279004,"{0: 16, 1: 2, 2: 3, 3: 0, 4: 0}",1
1370,False,"{'a': 0.005, 'e': 0.8436155950581592}",35,0,-190.58248987921388,"{0: 22, 1: 6, 2: 3, 3: 0, 4: 4}",0
1371,False,"{'a': 0.005, 'e': 0.8409203230593444}",20,15,-13.887495086859357,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
1372,False,"{'a': 0.005, 'e': 0.8382040280962512}",25,0,-28.878078359975106,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
1373,False,"{'a': 0.005, 'e': 0.8354667780761119}",25,12,-17.34669771824157,"{0: 10, 1: 1, 2: 1, 3: 1, 4: 0}",1
1374,False,"{'a': 0.005, 'e': 0.8327086414300346}",25,13,-67.14944324580199,"{0: 6, 1: 3, 2: 2, 3: 0, 4: 1}",1
1375,False,"{'a': 0.005, 'e': 0.8299296871112918}",20,0,-127.26150387573792,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
1376,False,"{'a': 0.005, 'e': 0.8271299845935965}",25,0,-17.175578816789713,"{0: 21, 1: 2, 2: 1, 3: 1, 4: 0}",0
1377,False,"{'a': 0.005, 'e': 0.8243096038693662}",25,12,-7.731427074873795,"{0: 11, 1: 1, 2: 0, 3: 1, 4: 0}",1
1378,False,"{'a': 0.005, 'e': 0.8214686154479715}",30,0,-79.97592426836758,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
1379,False,"{'a': 0.005, 'e': 0.8186070903539757}",30,0,-161.83377468464582,"{0: 21, 1: 1, 2: 4, 3: 1, 4: 3}",0
1380,False,"{'a': 0.005, 'e': 0.8157251001253568}",25,0,-148.72891723929922,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 3}",0
1381,False,"{'a': 0.005, 'e': 0.8128227168117206}",35,11,-22.24038756613839,"{0: 17, 1: 5, 2: 2, 3: 0, 4: 0}",1
1382,False,"{'a': 0.005, 'e': 0.8099000129724984}",30,0,-25.371066494047593,"{0: 24, 1: 3, 2: 2, 3: 1, 4: 0}",0
1383,False,"{'a': 0.005, 'e': 0.8069570616751343}",30,0,-181.6839930603649,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
1384,False,"{'a': 0.005, 'e': 0.8039939364932571}",25,0,-116.45157450245888,"{0: 18, 1: 1, 2: 2, 3: 2, 4: 2}",0
1385,False,"{'a': 0.005, 'e': 0.8010107115048424}",25,0,-79.21209049614085,"{0: 14, 1: 4, 2: 6, 3: 1, 4: 0}",0
1386,False,"{'a': 0.005, 'e': 0.7980074612903593}",20,6,-46.207485305941205,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
1387,False,"{'a': 0.005, 'e': 0.7949842609309061}",30,2,-94.42886952766264,"{0: 21, 1: 1, 2: 4, 3: 0, 4: 2}",1
1388,False,"{'a': 0.005, 'e': 0.7919411860063358}",25,0,-86.25452310045098,"{0: 16, 1: 1, 2: 6, 3: 2, 4: 0}",0
1389,False,"{'a': 0.005, 'e': 0.7888783125933622}",30,0,-88.3719412412861,"{0: 24, 1: 0, 2: 4, 3: 0, 4: 2}",0
1390,False,"{'a': 0.005, 'e': 0.785795717263661}",25,8,-41.648893008435486,"{0: 13, 1: 0, 2: 2, 3: 2, 4: 0}",1
1391,False,"{'a': 0.005, 'e': 0.7826934770819551}",20,0,-35.02206704127091,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
1392,False,"{'a': 0.005, 'e': 0.7795716696040875}",30,12,10.439394430507509,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
1393,False,"{'a': 0.005, 'e': 0.7764303728750823}",20,0,-209.30967502896434,"{0: 10, 1: 2, 2: 3, 3: 1, 4: 4}",0
1394,False,"{'a': 0.005, 'e': 0.7732696654271944}",20,0,-81.6623329041995,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
1395,False,"{'a': 0.005, 'e': 0.7700896262779446}",25,0,-190.40836211602746,"{0: 12, 1: 5, 2: 4, 3: 1, 4: 3}",0
1396,False,"{'a': 0.005, 'e': 0.7668903349281473}",20,0,-178.8589028655399,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 3}",0
1397,False,"{'a': 0.005, 'e': 0.763671871359919}",30,0,-197.931586485313,"{0: 19, 1: 2, 2: 5, 3: 0, 4: 4}",0
1398,False,"{'a': 0.005, 'e': 0.7604343160346811}",25,0,-111.81773572325537,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
1399,False,"{'a': 0.005, 'e': 0.7571777498911483}",20,14,-9.93762354711997,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1400,False,"{'a': 0.005, 'e': 0.7539022543433046}",20,0,-102.12891863707853,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
1401,False,"{'a': 0.005, 'e': 0.750607911278368}",25,0,-146.63248357328473,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
1402,False,"{'a': 0.005, 'e': 0.7472948030547435}",20,0,-117.38850029074898,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
1403,False,"{'a': 0.005, 'e': 0.7439630124999637}",35,18,-19.3260561265011,"{0: 14, 1: 0, 2: 2, 3: 1, 4: 0}",1
1404,False,"{'a': 0.005, 'e': 0.7406126229086201}",20,2,-24.426404124730546,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 0}",1
1405,False,"{'a': 0.005, 'e': 0.7372437180402771}",25,0,-193.26489562144738,"{0: 14, 1: 4, 2: 3, 3: 0, 4: 4}",0
1406,False,"{'a': 0.005, 'e': 0.7338563821173814}",30,0,-61.483790047529816,"{0: 21, 1: 2, 2: 6, 3: 1, 4: 0}",0
1407,False,"{'a': 0.005, 'e': 0.7304506998231544}",20,0,-126.16602304049098,"{0: 11, 1: 2, 2: 3, 3: 3, 4: 1}",0
1408,False,"{'a': 0.005, 'e': 0.7270267562994759}",20,0,-28.055422177504916,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
1409,False,"{'a': 0.005, 'e': 0.7235846371447561}",30,0,-161.2241871658651,"{0: 17, 1: 2, 2: 9, 3: 0, 4: 2}",0
1410,False,"{'a': 0.005, 'e': 0.7201244284117941}",20,1,-46.2096892069151,"{0: 16, 1: 1, 2: 0, 3: 1, 4: 1}",1
1411,False,"{'a': 0.005, 'e': 0.7166462166056284}",20,0,-82.2077239450544,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
1412,False,"{'a': 0.005, 'e': 0.7131500886813722}",20,0,-97.45630515054715,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
1413,False,"{'a': 0.005, 'e': 0.7096361320420428}",35,0,-151.94325853512615,"{0: 23, 1: 3, 2: 5, 3: 2, 4: 2}",0
1414,False,"{'a': 0.005, 'e': 0.7061044345363726}",25,0,-79.88150093366224,"{0: 20, 1: 1, 2: 2, 3: 0, 4: 2}",0
1415,False,"{'a': 0.005, 'e': 0.7025550844566152}",20,0,-121.25069050806947,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
1416,False,"{'a': 0.005, 'e': 0.6989881705363377}",20,0,-149.00135205549853,"{0: 10, 1: 1, 2: 7, 3: 0, 4: 2}",0
1417,False,"{'a': 0.005, 'e': 0.6954037819482024}",20,0,-114.09567636666962,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",1
1418,False,"{'a': 0.005, 'e': 0.6918020083017373}",30,18,0.8098280460708107,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
1419,False,"{'a': 0.005, 'e': 0.6881829396410961}",25,15,-6.072683665658639,"{0: 7, 1: 2, 2: 1, 3: 0, 4: 0}",1
1420,False,"{'a': 0.005, 'e': 0.6845466664428059}",25,10,-19.29665644213705,"{0: 11, 1: 2, 2: 1, 3: 1, 4: 0}",1
