trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
535,False,"{'a': 0.005, 'e': 0.8931062501149029}",35,9,-146.80478226205736,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 3}",1
536,False,"{'a': 0.005, 'e': 0.8953443058394921}",20,0,-82.23034431809668,"{0: 9, 1: 5, 2: 5, 3: 1, 4: 0}",0
537,False,"{'a': 0.005, 'e': 0.8975599780030679}",30,0,-191.98668436930424,"{0: 15, 1: 2, 2: 10, 3: 1, 4: 2}",0
538,False,"{'a': 0.005, 'e': 0.8997532112139414}",20,0,-118.14890583890825,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 3}",0
539,False,"{'a': 0.005, 'e': 0.9019239506413966}",35,0,-90.59867030312415,"{0: 24, 1: 4, 2: 6, 3: 0, 4: 1}",0
540,False,"{'a': 0.005, 'e': 0.9040721420170612}",30,0,-198.76576112542676,"{0: 18, 1: 2, 2: 5, 3: 2, 4: 3}",0
541,False,"{'a': 0.005, 'e': 0.9061977316362623}",30,0,-181.1839602073354,"{0: 15, 1: 4, 2: 8, 3: 1, 4: 2}",0
542,False,"{'a': 0.005, 'e': 0.9083006663593701}",25,0,-77.02293729654721,"{0: 17, 1: 3, 2: 4, 3: 0, 4: 1}",0
543,False,"{'a': 0.005, 'e': 0.9103808936131264}",35,0,-67.26728429973635,"{0: 25, 1: 2, 2: 8, 3: 0, 4: 0}",0
544,False,"{'a': 0.005, 'e': 0.912438361391958}",20,0,-130.87230181052138,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
545,False,"{'a': 0.005, 'e': 0.9144730182592775}",20,0,-90.7442449113081,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
546,False,"{'a': 0.005, 'e': 0.9164848133487693}",20,0,-122.3304288182148,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
547,False,"{'a': 0.005, 'e': 0.9184736963656609}",25,0,-73.80945419730516,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
548,False,"{'a': 0.005, 'e': 0.9204396175879807}",20,0,-50.9086753658086,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
549,False,"{'a': 0.005, 'e': 0.9223825278678002}",30,0,-95.8883741636167,"{0: 20, 1: 0, 2: 8, 3: 2, 4: 0}",0
550,False,"{'a': 0.005, 'e': 0.9243023786324636}",30,12,-62.15746265465792,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 0}",1
551,False,"{'a': 0.005, 'e': 0.9261991218858019}",25,17,-3.5122052634838727,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
552,False,"{'a': 0.005, 'e': 0.9280727102093327}",20,0,-145.93112741066665,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
553,False,"{'a': 0.005, 'e': 0.9299230967634453}",20,0,-84.40211542004023,"{0: 11, 1: 6, 2: 1, 3: 1, 4: 1}",0
554,False,"{'a': 0.005, 'e': 0.9317502352885721}",20,0,-138.5688874843714,"{0: 9, 1: 0, 2: 9, 3: 1, 4: 1}",0
555,False,"{'a': 0.005, 'e': 0.9335540801063456}",25,0,-268.34680281623884,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 5}",0
556,False,"{'a': 0.005, 'e': 0.9353345861207388}",25,0,-183.32073172342797,"{0: 10, 1: 3, 2: 10, 3: 0, 4: 2}",0
557,False,"{'a': 0.005, 'e': 0.9370917088191943}",20,0,-95.95608761651786,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
558,False,"{'a': 0.005, 'e': 0.9388254042737362}",35,0,-98.49183916049192,"{0: 24, 1: 5, 2: 4, 3: 1, 4: 1}",0
559,False,"{'a': 0.005, 'e': 0.9405356291420683}",25,0,-156.44515991268477,"{0: 11, 1: 2, 2: 10, 3: 1, 4: 1}",0
560,False,"{'a': 0.005, 'e': 0.9422223406686583}",20,0,-80.57415831121165,"{0: 12, 1: 4, 2: 3, 3: 0, 4: 1}",0
561,False,"{'a': 0.005, 'e': 0.9438854966858053}",25,0,-204.3622156717479,"{0: 11, 1: 4, 2: 6, 3: 1, 4: 3}",0
562,False,"{'a': 0.005, 'e': 0.9455250556146959}",20,0,4.298382752018668,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
563,False,"{'a': 0.005, 'e': 0.9471409764664422}",25,0,-93.32561718783354,"{0: 17, 1: 3, 2: 2, 3: 2, 4: 1}",0
564,False,"{'a': 0.005, 'e': 0.948733218843107}",25,0,-124.00776274032509,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
565,False,"{'a': 0.005, 'e': 0.9503017429387141}",25,0,-144.31879740237858,"{0: 17, 1: 3, 2: 1, 3: 1, 4: 3}",0
566,False,"{'a': 0.005, 'e': 0.9518465095402424}",25,0,-44.69385898390698,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
567,False,"{'a': 0.005, 'e': 0.9533674800286075}",20,0,-114.38095398596751,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 2}",1
568,False,"{'a': 0.005, 'e': 0.9548646163796264}",25,0,-142.56516266378725,"{0: 15, 1: 4, 2: 2, 3: 2, 4: 2}",0
569,False,"{'a': 0.005, 'e': 0.9563378811649683}",30,0,-109.3654843231041,"{0: 17, 1: 5, 2: 5, 3: 3, 4: 0}",0
570,False,"{'a': 0.005, 'e': 0.9577872375530904}",25,0,-108.07259483661053,"{0: 15, 1: 4, 2: 3, 3: 2, 4: 1}",0
571,False,"{'a': 0.005, 'e': 0.9592126493101581}",20,0,-71.85669746184826,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
572,False,"{'a': 0.005, 'e': 0.9606140808009522}",30,0,-100.63215113075583,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
573,False,"{'a': 0.005, 'e': 0.9619914969897584}",20,0,-118.27818794909868,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
574,False,"{'a': 0.005, 'e': 0.9633448634412433}",25,0,-123.30160557190749,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
575,False,"{'a': 0.005, 'e': 0.9646741463213163}",25,0,-219.250654084065,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 5}",0
576,False,"{'a': 0.005, 'e': 0.9659793123979747}",25,0,-148.73572680116808,"{0: 17, 1: 1, 2: 4, 3: 0, 4: 3}",0
577,False,"{'a': 0.005, 'e': 0.9672603290421348}",25,0,-100.00975846732807,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
578,False,"{'a': 0.005, 'e': 0.9685171642284467}",30,0,-131.8354472683853,"{0: 17, 1: 3, 2: 8, 3: 1, 4: 1}",0
579,False,"{'a': 0.005, 'e': 0.9697497865360964}",20,0,-137.58778452831228,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
580,False,"{'a': 0.005, 'e': 0.9709581651495905}",25,0,-287.97740425058424,"{0: 7, 1: 2, 2: 10, 3: 3, 4: 3}",0
581,False,"{'a': 0.005, 'e': 0.9721422698595267}",25,0,-104.38765910311832,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
582,False,"{'a': 0.005, 'e': 0.9733020710633487}",25,0,-83.18547023134978,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
583,False,"{'a': 0.005, 'e': 0.9744375397660867}",25,0,-62.101980059690604,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
584,False,"{'a': 0.005, 'e': 0.9755486475810826}",25,0,-191.65947069141646,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 4}",0
585,False,"{'a': 0.005, 'e': 0.976635366730699}",30,0,-178.66207801121593,"{0: 17, 1: 1, 2: 9, 3: 1, 4: 2}",0
586,False,"{'a': 0.005, 'e': 0.9776976700470132}",20,0,-88.11826847254719,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
587,False,"{'a': 0.005, 'e': 0.978735530972498}",30,0,-233.93688879417854,"{0: 14, 1: 2, 2: 8, 3: 4, 4: 2}",0
588,False,"{'a': 0.005, 'e': 0.9797489235606842}",20,0,-83.25222997594226,"{0: 12, 1: 5, 2: 1, 3: 1, 4: 1}",0
589,False,"{'a': 0.005, 'e': 0.9807378224768101}",20,0,-25.47364638614261,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
590,False,"{'a': 0.005, 'e': 0.9817022029984541}",30,0,-373.6544828900885,"{0: 9, 1: 5, 2: 8, 3: 2, 4: 6}",0
591,False,"{'a': 0.005, 'e': 0.9826420410161534}",20,0,-100.23411838162758,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",0
592,False,"{'a': 0.005, 'e': 0.9835573130340064}",25,0,-163.41109366851973,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
593,False,"{'a': 0.005, 'e': 0.9844479961702606}",25,4,-73.4561559471829,"{0: 11, 1: 5, 2: 4, 3: 1, 4: 0}",1
594,False,"{'a': 0.005, 'e': 0.9853140681578838}",25,0,-97.55592806036303,"{0: 15, 1: 3, 2: 4, 3: 3, 4: 0}",0
595,False,"{'a': 0.005, 'e': 0.9861555073451214}",20,0,-43.91169811495276,"{0: 13, 1: 3, 2: 4, 3: 0, 4: 0}",0
596,False,"{'a': 0.005, 'e': 0.9869722926960376}",25,0,-264.2032455718647,"{0: 9, 1: 4, 2: 7, 3: 1, 4: 4}",0
597,False,"{'a': 0.005, 'e': 0.9877644037910411}",20,0,-79.91437271047674,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
598,False,"{'a': 0.005, 'e': 0.988531820827396}",25,0,-258.3758366751678,"{0: 9, 1: 1, 2: 10, 3: 2, 4: 3}",0
599,False,"{'a': 0.005, 'e': 0.9892745246197162}",25,0,-142.14704831032708,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
600,False,"{'a': 0.005, 'e': 0.9899924966004454}",35,0,-112.24750554740538,"{0: 22, 1: 3, 2: 9, 3: 0, 4: 1}",0
601,False,"{'a': 0.005, 'e': 0.9906857188203219}",25,0,-212.69925694092393,"{0: 14, 1: 3, 2: 3, 3: 1, 4: 4}",0
602,False,"{'a': 0.005, 'e': 0.9913541739488259}",30,0,-162.0597549427317,"{0: 16, 1: 5, 2: 6, 3: 1, 4: 2}",0
603,False,"{'a': 0.005, 'e': 0.9919978452746142}",25,0,-95.05136595055815,"{0: 16, 1: 3, 2: 4, 3: 1, 4: 1}",0
604,False,"{'a': 0.005, 'e': 0.9926167167059371}",20,0,-128.3907427372762,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
605,False,"{'a': 0.005, 'e': 0.9932107727710412}",20,0,-132.23902374654725,"{0: 12, 1: 4, 2: 1, 3: 0, 4: 3}",0
606,False,"{'a': 0.005, 'e': 0.9937799986185556}",20,0,-47.215245768376164,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
607,False,"{'a': 0.005, 'e': 0.9943243800178639}",25,0,-63.694944058760505,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
608,False,"{'a': 0.005, 'e': 0.9948439033594595}",30,0,-108.32068432944205,"{0: 21, 1: 3, 2: 4, 3: 0, 4: 2}",0
609,False,"{'a': 0.005, 'e': 0.9953385556552858}",20,0,-225.16215847278966,"{0: 8, 1: 2, 2: 4, 3: 3, 4: 3}",0
610,False,"{'a': 0.005, 'e': 0.9958083245390612}",20,0,-69.40913110403432,"{0: 11, 1: 7, 2: 1, 3: 0, 4: 1}",0
611,False,"{'a': 0.005, 'e': 0.9962531982665882}",30,0,-213.30321282898012,"{0: 15, 1: 5, 2: 6, 3: 1, 4: 3}",0
612,False,"{'a': 0.005, 'e': 0.9966731657160466}",25,0,-232.05604138480507,"{0: 10, 1: 6, 2: 5, 3: 0, 4: 4}",0
613,False,"{'a': 0.005, 'e': 0.9970682163882721}",20,0,-61.57220108964352,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
614,False,"{'a': 0.005, 'e': 0.9974383404070185}",35,0,-148.49539285809294,"{0: 23, 1: 5, 2: 3, 3: 2, 4: 2}",0
615,False,"{'a': 0.005, 'e': 0.9977835285192047}",30,0,-232.1675364108549,"{0: 11, 1: 7, 2: 9, 3: 0, 4: 3}",0
616,False,"{'a': 0.005, 'e': 0.9981037720951457}",20,0,-108.59608396389817,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
617,False,"{'a': 0.005, 'e': 0.9983990631287688}",20,0,-181.5277282552784,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
618,False,"{'a': 0.005, 'e': 0.9986693942378135}",20,6,-94.43399874851367,"{0: 8, 1: 1, 2: 2, 3: 2, 4: 1}",1
619,False,"{'a': 0.005, 'e': 0.9989147586640165}",25,0,-112.4747761168538,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
620,False,"{'a': 0.005, 'e': 0.9991351502732795}",30,0,-128.40638123115522,"{0: 23, 1: 2, 2: 2, 3: 0, 4: 3}",0
621,False,"{'a': 0.005, 'e': 0.999330563555824}",30,0,-207.10244552872885,"{0: 16, 1: 3, 2: 7, 3: 1, 4: 3}",0
622,False,"{'a': 0.005, 'e': 0.9995009936263278}",30,0,-137.05061017484832,"{0: 19, 1: 4, 2: 4, 3: 1, 4: 2}",0
623,False,"{'a': 0.005, 'e': 0.9996464362240485}",20,0,-121.53424047191412,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
624,False,"{'a': 0.005, 'e': 0.9997668877129283}",20,0,-145.2354095605068,"{0: 7, 1: 4, 2: 7, 3: 1, 4: 1}",0
625,False,"{'a': 0.005, 'e': 0.9998623450816866}",25,14,-42.390698489373314,"{0: 8, 1: 1, 2: 1, 3: 0, 4: 1}",1
626,False,"{'a': 0.005, 'e': 0.9999328059438939}",30,4,-64.29142607502095,"{0: 15, 1: 8, 2: 2, 3: 1, 4: 0}",1
627,False,"{'a': 0.005, 'e': 0.9999782685380324}",25,12,-94.28391526135078,"{0: 6, 1: 1, 2: 4, 3: 1, 4: 1}",1
628,False,"{'a': 0.005, 'e': 0.9999987317275395}",20,0,-129.8062917814851,"{0: 9, 1: 4, 2: 4, 3: 2, 4: 1}",0
629,False,"{'a': 0.005, 'e': 0.9999941950008367}",30,15,-61.51556197123445,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 1}",1
630,False,"{'a': 0.005, 'e': 0.999964658471342}",20,0,-59.86572800562865,"{0: 11, 1: 4, 2: 5, 3: 0, 4: 0}",0
631,False,"{'a': 0.005, 'e': 0.9999101228774668}",25,0,-141.21427546041892,"{0: 14, 1: 0, 2: 9, 3: 1, 4: 1}",0
632,False,"{'a': 0.005, 'e': 0.9998305895825983}",25,0,-273.98294634403163,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 5}",0
633,False,"{'a': 0.005, 'e': 0.9997260605750647}",25,0,-209.28648347966154,"{0: 13, 1: 4, 2: 4, 3: 0, 4: 4}",0
634,False,"{'a': 0.005, 'e': 0.9995965384680858}",25,0,-88.82646645491278,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
635,False,"{'a': 0.005, 'e': 0.9994420264997075}",25,0,-214.68918785844886,"{0: 12, 1: 2, 2: 7, 3: 1, 4: 3}",0
636,False,"{'a': 0.005, 'e': 0.9992625285327209}",20,0,-168.1329732269116,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
637,False,"{'a': 0.005, 'e': 0.9990580490545659}",20,11,-9.39087901416703,"{0: 8, 1: 0, 2: 0, 3: 1, 4: 0}",1
638,False,"{'a': 0.005, 'e': 0.9988285931772186}",30,0,-51.58551741895078,"{0: 23, 1: 4, 2: 2, 3: 0, 4: 1}",0
639,False,"{'a': 0.005, 'e': 0.9985741666370643}",25,3,-106.47629724802648,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 1}",1
640,False,"{'a': 0.005, 'e': 0.9982947757947531}",25,0,-169.13467271109596,"{0: 13, 1: 3, 2: 5, 3: 2, 4: 2}",0
641,False,"{'a': 0.005, 'e': 0.9979904276350414}",25,0,-143.65009778112238,"{0: 13, 1: 4, 2: 6, 3: 0, 4: 2}",0
642,False,"{'a': 0.005, 'e': 0.9976611297666176}",25,0,-129.77372732441236,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
643,False,"{'a': 0.005, 'e': 0.997306890421911}",20,0,-171.26345029251138,"{0: 9, 1: 2, 2: 5, 3: 2, 4: 2}",0
644,False,"{'a': 0.005, 'e': 0.9969277184568869}",25,0,-102.7411807540003,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
645,False,"{'a': 0.005, 'e': 0.9965236233508247}",20,0,-187.68192896480392,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
646,False,"{'a': 0.005, 'e': 0.9960946152060809}",20,0,-82.84027971018877,"{0: 15, 1: 0, 2: 2, 3: 2, 4: 1}",0
647,False,"{'a': 0.005, 'e': 0.9956407047478368}",20,9,-19.43055656007563,"{0: 8, 1: 0, 2: 3, 3: 0, 4: 0}",1
648,False,"{'a': 0.005, 'e': 0.9951619033238304}",20,0,-138.1965725012062,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
649,False,"{'a': 0.005, 'e': 0.994658222904072}",25,3,-211.6318507520084,"{0: 13, 1: 0, 2: 3, 3: 2, 4: 4}",1
650,False,"{'a': 0.005, 'e': 0.9941296760805463}",30,0,-12.760863937166448,"{0: 25, 1: 2, 2: 3, 3: 0, 4: 0}",0
651,False,"{'a': 0.005, 'e': 0.9935762760668959}",20,0,-65.17749153469748,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
652,False,"{'a': 0.005, 'e': 0.9929980366980926}",25,0,-129.0974942341241,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
653,False,"{'a': 0.005, 'e': 0.9923949724300906}",20,0,-92.80560070893934,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
654,False,"{'a': 0.005, 'e': 0.991767098339465}",25,0,-85.53064500425533,"{0: 16, 1: 3, 2: 5, 3: 0, 4: 1}",0
655,False,"{'a': 0.005, 'e': 0.9911144301230354}",30,15,-90.87095351082264,"{0: 8, 1: 2, 2: 3, 3: 1, 4: 1}",1
656,False,"{'a': 0.005, 'e': 0.990436984097473}",25,0,-218.94495625411332,"{0: 13, 1: 3, 2: 2, 3: 4, 4: 3}",0
657,False,"{'a': 0.005, 'e': 0.9897347771988936}",20,0,-125.51927094408637,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
658,False,"{'a': 0.005, 'e': 0.9890078269824328}",30,0,-155.7686926778058,"{0: 18, 1: 4, 2: 4, 3: 2, 4: 2}",0
659,False,"{'a': 0.005, 'e': 0.9882561516218084}",20,0,-86.47135905021129,"{0: 10, 1: 2, 2: 7, 3: 1, 4: 0}",0
660,False,"{'a': 0.005, 'e': 0.9874797699088649}",30,0,-175.7359553108131,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
661,False,"{'a': 0.005, 'e': 0.9866787012531049}",20,0,-36.963747031306276,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
662,False,"{'a': 0.005, 'e': 0.9858529656812031}",20,0,-51.07740034823077,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
663,False,"{'a': 0.005, 'e': 0.9850025838365056}",25,0,-22.36235917210539,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
664,False,"{'a': 0.005, 'e': 0.9841275769785145}",20,5,-75.72800014799,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 2}",1
665,False,"{'a': 0.005, 'e': 0.9832279669823555}",25,0,-315.33426365649984,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 7}",0
666,False,"{'a': 0.005, 'e': 0.9823037763382316}",30,0,-94.9968220465317,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
667,False,"{'a': 0.005, 'e': 0.9813550281508611}",20,0,-79.46254233559274,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
668,False,"{'a': 0.005, 'e': 0.9803817461388988}",35,0,-195.1837937980943,"{0: 19, 1: 6, 2: 7, 3: 0, 4: 3}",0
669,False,"{'a': 0.005, 'e': 0.9793839546343446}",20,0,-98.30194979839919,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
670,False,"{'a': 0.005, 'e': 0.9783616785819341}",30,0,-223.1573663917404,"{0: 15, 1: 4, 2: 6, 3: 2, 4: 3}",0
671,False,"{'a': 0.005, 'e': 0.9773149435385153}",20,0,-80.96119755868352,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
672,False,"{'a': 0.005, 'e': 0.9762437756724099}",20,0,-48.18429498220216,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
673,False,"{'a': 0.005, 'e': 0.9751482017627585}",25,0,-58.0532323674691,"{0: 16, 1: 2, 2: 7, 3: 0, 4: 0}",0
674,False,"{'a': 0.005, 'e': 0.9740282491988521}",30,10,-53.61327661741625,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",1
675,False,"{'a': 0.005, 'e': 0.9728839459794464}",20,0,-118.17251755124967,"{0: 10, 1: 4, 2: 3, 3: 2, 4: 1}",0
676,False,"{'a': 0.005, 'e': 0.9717153207120621}",20,0,-144.14960191010823,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
677,False,"{'a': 0.005, 'e': 0.9705224026122701}",30,0,-180.63174537499316,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
678,False,"{'a': 0.005, 'e': 0.9693052215029608}",20,0,-134.59356206694147,"{0: 11, 1: 1, 2: 6, 3: 0, 4: 2}",0
679,False,"{'a': 0.005, 'e': 0.9680638078135986}",25,0,-124.69899086449192,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
680,False,"{'a': 0.005, 'e': 0.9667981925794611}",20,0,-117.31384472342768,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
681,False,"{'a': 0.005, 'e': 0.9655084074408629}",25,0,-177.56172876411813,"{0: 13, 1: 2, 2: 6, 3: 2, 4: 2}",0
682,False,"{'a': 0.005, 'e': 0.9641944846423657}",20,0,-63.939968149341276,"{0: 14, 1: 0, 2: 4, 3: 2, 4: 0}",0
683,False,"{'a': 0.005, 'e': 0.9628564570319708}",20,0,-105.7950143097617,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
684,False,"{'a': 0.005, 'e': 0.9614943580602988}",25,6,-83.7361255683193,"{0: 10, 1: 3, 2: 4, 3: 2, 4: 0}",1
685,False,"{'a': 0.005, 'e': 0.9601082217797531}",20,0,-69.14699250610455,"{0: 12, 1: 3, 2: 3, 3: 2, 4: 0}",0
686,False,"{'a': 0.005, 'e': 0.9586980828436685}",30,0,-132.28404246263878,"{0: 15, 1: 5, 2: 9, 3: 0, 4: 1}",0
687,False,"{'a': 0.005, 'e': 0.957263976505445}",25,0,-93.52525688206892,"{0: 16, 1: 2, 2: 6, 3: 0, 4: 1}",0
688,False,"{'a': 0.005, 'e': 0.9558059386176664}",25,0,-164.2064441908701,"{0: 11, 1: 6, 2: 5, 3: 1, 4: 2}",0
689,False,"{'a': 0.005, 'e': 0.9543240056312037}",25,0,-140.2916846005604,"{0: 14, 1: 2, 2: 7, 3: 0, 4: 2}",0
690,False,"{'a': 0.005, 'e': 0.9528182145943047}",30,0,-172.46437556070566,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
691,False,"{'a': 0.005, 'e': 0.9512886031516667}",20,0,-37.76112991631651,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
692,False,"{'a': 0.005, 'e': 0.9497352095434961}",30,0,-184.15715707616607,"{0: 15, 1: 7, 2: 4, 3: 2, 4: 2}",0
693,False,"{'a': 0.005, 'e': 0.9481580726045524}",20,0,-34.65420098192201,"{0: 15, 1: 3, 2: 1, 3: 1, 4: 0}",0
694,False,"{'a': 0.005, 'e': 0.9465572317631765}",30,0,-154.01763218056692,"{0: 17, 1: 5, 2: 5, 3: 1, 4: 2}",0
695,False,"{'a': 0.005, 'e': 0.9449327270403065}",30,4,-114.16779749910447,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 2}",1
696,False,"{'a': 0.005, 'e': 0.9432845990484758}",30,2,-140.71286062781118,"{0: 15, 1: 3, 2: 8, 3: 1, 4: 1}",1
697,False,"{'a': 0.005, 'e': 0.9416128889907982}",20,0,-172.8883313593211,"{0: 8, 1: 0, 2: 8, 3: 3, 4: 1}",0
698,False,"{'a': 0.005, 'e': 0.9399176386599379}",30,7,-149.15740903445234,"{0: 13, 1: 2, 2: 4, 3: 2, 4: 2}",1
699,False,"{'a': 0.005, 'e': 0.9381988904370654}",20,0,-170.0960498733909,"{0: 10, 1: 2, 2: 5, 3: 0, 4: 3}",0
700,False,"{'a': 0.005, 'e': 0.9364566872907963}",25,0,-244.15562257681276,"{0: 10, 1: 5, 2: 5, 3: 1, 4: 4}",0
701,False,"{'a': 0.005, 'e': 0.9346910727761187}",20,0,-82.53937609069035,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
702,False,"{'a': 0.005, 'e': 0.9329020910333035}",20,0,-105.47331614753399,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
703,False,"{'a': 0.005, 'e': 0.9310897867868011}",30,0,-138.10661482273136,"{0: 18, 1: 3, 2: 7, 3: 0, 4: 2}",0
704,False,"{'a': 0.005, 'e': 0.9292542053441233}",20,7,-56.458779305608566,"{0: 6, 1: 2, 2: 5, 3: 0, 4: 0}",1
705,False,"{'a': 0.005, 'e': 0.9273953925947104}",25,0,-75.83406296049931,"{0: 15, 1: 7, 2: 2, 3: 0, 4: 1}",0
706,False,"{'a': 0.005, 'e': 0.9255133950087844}",35,0,-151.75955655650046,"{0: 22, 1: 5, 2: 5, 3: 1, 4: 2}",0
707,False,"{'a': 0.005, 'e': 0.923608259636187}",20,0,-166.736437222178,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
708,False,"{'a': 0.005, 'e': 0.9216800341052034}",25,0,-66.35649235356207,"{0: 16, 1: 5, 2: 2, 3: 2, 4: 0}",0
709,False,"{'a': 0.005, 'e': 0.9197287666213712}",30,3,-131.75442899988573,"{0: 17, 1: 3, 2: 4, 3: 1, 4: 2}",1
710,False,"{'a': 0.005, 'e': 0.9177545059662758}",20,0,-99.28031408121605,"{0: 12, 1: 3, 2: 2, 3: 2, 4: 1}",0
711,False,"{'a': 0.005, 'e': 0.9157573014963312}",20,0,-128.79388536106708,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
712,False,"{'a': 0.005, 'e': 0.9137372031415447}",25,0,-195.3934756935975,"{0: 15, 1: 2, 2: 4, 3: 0, 4: 4}",0
713,False,"{'a': 0.005, 'e': 0.9116942614042701}",20,0,-22.51292861180156,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
714,False,"{'a': 0.005, 'e': 0.9096285273579443}",25,0,-76.31939532066158,"{0: 14, 1: 6, 2: 4, 3: 1, 4: 0}",0
715,False,"{'a': 0.005, 'e': 0.9075400526458113}",30,0,-83.99899202116266,"{0: 19, 1: 5, 2: 4, 3: 2, 4: 0}",0
716,False,"{'a': 0.005, 'e': 0.9054288894796296}",20,0,-116.71307214623401,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",1
717,False,"{'a': 0.005, 'e': 0.9032950906383688}",20,0,-199.13253899498403,"{0: 7, 1: 3, 2: 7, 3: 0, 4: 3}",0
